"","dept","course_num","title","time","dist","semester"
"288","archaeological-studies","ARCG 271","Human Ecology","TTh 1pm-2:15pm","SO","fall"
"289","archaeological-studies","ARCG 294","The Ancient Maya","TTh 1pm-2:15pm","SO","spring"
"290","archaeological-studies","ARCG 316","Introduction to Archaeological Laboratory Sciences","W 2:30pm-5:30pm","not specified","not specified"
"291","archaeological-studies","ARCG 320","From Babylon to Bush","not listed","HU","spring"
"292","archaeological-studies","ARCG 385","Archaeological Ceramics","M 1:30pm-3:20pm","SO","fall"
"293","archaeological-studies","ARCG 397","Archaeology of East Asia","T 9:25am-11:15am","SO","spring"
"294","archaeological-studies","ARCG 410","Ethnohistory and Archaeology","MW 9am-10:15am","SO","spring"
"295","archaeological-studies","ARCG 429","Integrating Remote Sensing in Archaeology","W 9:25am-11:15am","SO","fall"
"296","archaeological-studies","ARCG 447","Hunter-Gatherers","T 1:30pm-3:20pm","SO","spring"
"297","archaeological-studies","ARCG 450","Analysis of Lithic Technology","Th 9:25am-11:15am","SO","spring"
"298","archaeological-studies","ARCG 464","Human Osteology","not listed","SO","spring"
"299","archaeological-studies","ARCG 161","Art and Myth in Greek Antiquity","TTh 10:30am-11:20am","HU","spring"
"300","archaeological-studies","ARCG 252","Roman Architecture","TTh 9am-10:15am","HU","fall"
"301","archaeological-studies","ARCG 473","Abrupt Climate Change and Societal Collapse","Th 3:30pm-5:20pm","HU","spring"
"302","archaeological-studies","ARCG 362","Observing Earth from Space","TTh 9am-10:15am","QR","spring"
"303","archaeological-studies","ARCG 238","Buried Cities: TheraPompeiiand Herculaneum","MW 2:30pm-3:45pm","HU","fall"
"304","archaeological-studies","ARCG 001","Egypt and Northeast Africa: A Multidisciplinary Approach","not listed","WR","spring"
"305","archaeological-studies","ARCG 244","The Age of Akhenaton","not listed","HU","fall"
"306","archaeological-studies","ARCG 471","Directed Reading and Research in Archaeology","HTBA","not specified","fall"
"307","archaeological-studies","ARCG 491","Senior Research Project in Archaeology","HTBA","not specified","both"
"308","architecture","ARCH 005","Modern Architecture and the City","MW 1pm-2:15pm","HU","fall"
"309","architecture","ARCH 150","Introduction to Architecture","MWF 9:25am-10:15am","HU","fall"
"310","architecture","ARCH 154","Drawing Architecture","W 2:30pm-4:20pm","not specified","spring"
"311","architecture","ARCH 162","Materials in Architecture","HTBA","not specified","spring"
"312","architecture","ARCH 163","EnvironmentEnergyBuilding","TTh 11:35am-12:50pm","not specified","spring"
"313","architecture","ARCH 230","Introduction to the Study of the City","HTBA","SO","spring"
"314","architecture","ARCH 249","The Analytic Model","Th 9:30am-12:30pm","not specified","spring"
"315","architecture","ARCH 250","Methods and Form in Architecture I","MW 1:30pm-3:20pm","not specified","fall"
"316","architecture","ARCH 251","Methods and Form in Architecture II","MW 1:30pm-3:20pm","not specified","spring"
"317","architecture","ARCH 260","History of Architecture I: Antiquity to the Baroque","TTh 10:30am-11:20am","HU","fall"
"318","architecture","ARCH 261","History of Architecture II: The Eighteenth Century to the Millennium","HTBA","HU","spring"
"319","architecture","ARCH 344","Urban Life and Landscape","Th 1:30pm-3:20pm","HU","fall"
"320","architecture","ARCH 345","Civic Art: Introduction to Urban Design","W 9:30am-11:10am","HU","spring"
"321","architecture","ARCH 348","The Benevolent City","HTBA","WR","spring"
"322","architecture","ARCH 351","Poets' Landscapes","T 1:30pm-3:20pm","WR","fall"
"323","architecture","ARCH 385","New Haven and the American City","not listed","SO","fall"
"324","architecture","ARCH 431","Religion and Modern Architecture","TTh 9am-10:15am","WR","spring"
"325","architecture","ARCH 450","Senior Studio","MW 1:30pm-3:20pm","not specified","fall"
"326","architecture","ARCH 471","Individual Tutorial","HTBA","not specified","both"
"327","architecture","ARCH 472","Individual Tutorial Laboratory","HTBA","not specified","not specified"
"328","architecture","ARCH 490","Senior Research Colloquium","Th 11:35am-12:50pm","not specified","fall"
"329","architecture","ARCH 491","Senior Project","HTBA","not specified","spring"
"330","architecture","ARCH 494","Senior Project Design Studio","MW 1:30pm-3:20pm","not specified","spring"
"331","art","ART 001","Studies in Visual Biography","not listed","not specified","not specified"
"332","art","ART 002","Paper","TTh 1pm-2:15pm","not specified","spring"
"333","art","ART 003","Blue","MW 1pm-2:15pm","HU","fall"
"334","art","ART 004","Words and Pictures","MW 1pm-2:15pm","HU","fall"
"335","art","ART 006","Art of the Printed Word","TTh 2:30pm-4:20pm","HU","fall"
"336","art","ART 110","Sculpture Basics","MW 10:30am-12:20pm","HU","both"
"337","art","ART 111","Visual Thinking","TTh 3:30pm-5:20pm","HU","both"
"338","art","ART 114","Basic Drawing","not listed","HU","both"
"339","art","ART 116","Color Practice","TTh 10:30am-12:20pm","HU","spring"
"340","art","ART 120","Introduction to Sculpture: Wood","TTh 10:30am-12:20pm","HU","fall"
"341","art","ART 121","Introduction to Sculpture: Metal","not listed","HU","spring"
"342","art","ART 122","Introduction to Sculpture: Video","TTh 1:30pm-3:20pm","HU","fall"
"343","art","ART 125","Introduction to Sculpture: Mold Making","Th 1:30pm-5:20pm","HU","fall"
"344","art","ART 130","Painting Basics","MW 3:30pm-5:20pm","HU","fall"
"345","art","ART 132","Introductory Graphic Design","not listed","HU","both"
"346","art","ART 136","Introductory Black-and-White Photography","not listed","HU","both"
"347","art","ART 138","Digital Photography","not listed","HU","both"
"348","art","ART 141","Introductory Film Writing and Directing","M 8:25am-12:20pm","not specified","fall"
"349","art","ART 142","Introductory Documentary Filmmaking","not listed","not specified","both"
"350","art","ART 145","Introduction to Digital Video","MW 10:30am-12:20pm","not specified","both"
"351","art","ART 185","Principles of Animation","TTh 10:30am-12:20pm","not specified","fall"
"352","art","ART 202","Feminist Theory and Feminist Art","not listed","not specified","not specified"
"353","art","ART 210","Sculpture as Object","not listed","not specified","not specified"
"354","art","ART 223","Figure Drawing","MW 1:30pm-3:20pm","not specified","fall"
"355","art","ART 230","Introductory Painting","MWF 10:30am-12:20pm","not specified","fall"
"356","art","ART 235","Dance Theater","MW 1:30pm-3:20pm","HU","fall"
"357","art","ART 237","Intermediate Photography","MW 3:30pm-5:20pm","HU","fall"
"358","art","ART 264","Typography in Graphic Design I","not listed","not specified","fall"
"359","art","ART 265","Typography in Graphic Design II","T 8:25am-12:20pm","not specified","spring"
"360","art","ART 285","Digital Animation","TTh 10:30am-12:20pm","not specified","spring"
"361","art","ART 301","Critical Theory in the Studio","Th 1:30pm-3:20pm","HU","spring"
"362","art","ART 324","Painting Materials and Methods","F 1:30pm-4:30pm","not specified","spring"
"363","art","ART 331","Intermediate Painting","not listed","not specified","not specified"
"364","art","ART 332","Painting Time","M 3:30pm-7:20pm; W 3:30pm-5:20pm","HU","fall"
"365","art","ART 338","Intermediate Digital Photography","WF 3:30pm-5:20pm","not specified","fall"
"366","art","ART 341","Intermediate Film Writing and Directing","not listed","not specified","both"
"367","art","ART 342","Intermediate Documentary Filmmaking","T 12:30pm-3:20pm; Th 9pm-11pm","HU","spring"
"368","art","ART 345","Material Form and Fabrication","TTh 3:30pm-5:20pm","not specified","fall"
"369","art","ART 346","Dematerial/Material","TTh 3:30pm-5:20pm","not specified","spring"
"370","art","ART 348","BodySpaceand Time","not listed","not specified","not specified"
"371","art","ART 355","Silkscreen Printing","not listed","not specified","not specified"
"372","art","ART 356","Printmaking I","TThF 10:30am-12:20pm","not specified","fall"
"373","art","ART 359","Lithography","not listed","not specified","not specified"
"374","art","ART 368","Intermediate Graphic Design I","F 1:30pm-5:20pm","not specified","fall"
"375","art","ART 369","Interactive Design","M 1:30pm-5:20pm","not specified","spring"
"376","art","ART 370","Motion Design","Th 1:30pm-5:20pm","not specified","fall"
"377","art","ART 371","Sound Art","HTBA","HU","spring"
"378","art","ART 379","Photographic Techniques","TTh 10:30am-12:20pm","not specified","spring"
"379","art","ART 395","Junior Seminar","W 7pm-8:50pm","not specified","fall"
"380","art","ART 401","Advanced Photography","MW 10:30am-12:20pm","not specified","spring"
"381","art","ART 430","Advanced Painting Studio","not listed","not specified","not specified"
"382","art","ART 432","Painting Studio: The Narrative Figure","M 3:30pm-7:20pm; W 3:30pm-5:20pm","HU","fall"
"383","art","ART 433","Painting Studio: Space and Abstraction","not listed","HU","spring"
"384","art","ART 442","Advanced Film Writing and Directing","M 1:30pm-5:20pm","not specified","fall"
"385","art","ART 446","Advanced Sculpture","T 1:30pm-5:20pm","not specified","spring"
"386","art","ART 457","Printmaking II","TTh 3:30pm-5:20pm","not specified","spring"
"387","art","ART 468","Advanced Graphic Design","T 1:30pm-5:20pm","not specified","fall"
"388","art","ART 471","Independent Projects","HTBA","not specified","fall"
"389","art","ART 495","Senior Project","W 7pm-8:50pm","not specified","both"
"390","astronomy","ASTR 030","Search for Extraterrestrial Life","MW 4pm-5:15pm","WR","fall"
"391","astronomy","ASTR 040","Expanding Ideas of Time and Space","TTh 11:35am-12:50pm","SC","spring"
"392","astronomy","ASTR 110","Planets and Stars","not listed","not specified","not specified"
"393","astronomy","ASTR 120","Galaxies and the Universe","MW 1pm-2:15pm","QR","spring"
"394","astronomy","ASTR 130","Origins and the Search for Life in the Universe","MWF 10:30am-11:20am","SC","fall"
"395","astronomy","ASTR 135","Archaeoastronomy","TTh 1pm-2:15pm","SC","spring"
"396","astronomy","ASTR 155","Introduction to Astronomical Observing","T 2:30pm-3:45pm","SC","fall"
"397","astronomy","ASTR 160","Frontiers and Controversies in Astrophysics","TTh 9am-10:15am","QR","spring"
"398","astronomy","ASTR 170","Introduction to Cosmology","MW 4pm-5:15pm","QR","fall"
"399","astronomy","ASTR 210","Stars and Their Evolution","TTh 1pm-2:15pm","QR","spring"
"400","astronomy","ASTR 220","Galaxies and Cosmology","MW 1pm-2:15pm","QR","fall"
"401","astronomy","ASTR 255","Research Methods in Astrophysics","TTh 1pm-2:15pm","QR","fall"
"402","astronomy","ASTR 310","Galactic and Extragalactic Astronomy","MW 2:30pm-3:45pm","QR","spring"
"403","astronomy","ASTR 320","Physical Processes in Astronomy","TTh 4pm-5:15pm","QR","fall"
"404","astronomy","ASTR 343","GravityAstrophysicsand Cosmology","TTh 11:35am-12:50pm","QR","spring"
"405","astronomy","ASTR 355","Observational Astronomy","not listed","not specified","not specified"
"406","astronomy","ASTR 356","Astrostatistics and Data Mining","TTh 1pm-2:15pm","QR","spring"
"407","astronomy","ASTR 360","Interstellar Matter and Star Formation","not listed","not specified","not specified"
"408","astronomy","ASTR 375","Exoplanets","MW 9am-10:15am","QR","spring"
"409","astronomy","ASTR 380","Stellar Populations","TTh 9am-10:15am","QR","fall"
"410","astronomy","ASTR 385","Introduction to Radio Astronomy","not listed","not specified","not specified"
"411","astronomy","ASTR 418","Stellar Dynamics","TTh 4pm-5:15pm","QR","spring"
"412","astronomy","ASTR 420","Computational Methods for Astrophysics","not listed","not specified","not specified"
"413","astronomy","ASTR 430","Galaxies","MW 4pm-5:15pm","QR","fall"
"414","astronomy","ASTR 450","Stellar Astrophysics","not listed","not specified","not specified"
"415","astronomy","ASTR 465","The Evolving Universe","TTh 9am-10:15am","QR","spring"
"416","astronomy","ASTR 471","Independent Project in Astronomy","HTBA","not specified","fall"
"417","astronomy","ASTR 490","The Two-Term Senior Project","HTBA","not specified","fall"
"418","astronomy","ASTR 492","The One-Term Senior Project","HTBA","not specified","both"
"419","south-asian-studies","BNGL 110","Introductory Bengali I","MW 9:05am-9:55am; TTh 2:30pm-3:20pm","L1","fall"
"420","south-asian-studies","BNGL 120","Introductory Bengali II","HTBA","L2","spring"
"421","south-asian-studies","BNGL 130","Intermediate Bengali I","TWTh 10:10am-11am","L3","fall"
"422","south-asian-studies","BNGL 140","Intermediate Bengali II","HTBA","L4","spring"
"423","south-asian-studies","BNGL 150","Advanced Bengali I","MW 3:30pm-4:45pm","L5","fall"
"424","south-asian-studies","HNDI 110","Elementary Hindi I","not listed","L1","fall"
"425","south-asian-studies","HNDI 120","Elementary Hindi II","not listed","L2","spring"
"426","south-asian-studies","HNDI 130","Intermediate Hindi I","MTWThF 11:30am-12:20pm","L3","fall"
"427","south-asian-studies","HNDI 132","Accelerated Hindi I","TTh 4pm-5:15pm","L3","fall"
"428","south-asian-studies","HNDI 140","Intermediate Hindi II","MTWThF 11:35am-12:25pm","L4","spring"
"429","south-asian-studies","HNDI 142","Accelerated Hindi II","TTh 4pm-5:15pm","L4","spring"
"430","south-asian-studies","HNDI 150","Advanced Hindi","TTh 4pm-5:15pm","L5","fall"
"431","south-asian-studies","HNDI 157","Hindi in the Diaspora","HTBA","L5","spring"
"432","south-asian-studies","HNDI 198","Advanced Tutorial","HTBA","not specified","both"
"433","south-asian-studies","SKRT 110","Introductory Sanskrit I","MTWThF 9:25am-10:15am","L1","fall"
"434","south-asian-studies","SKRT 130","Intermediate Sanskrit I","MTWThF 10:30am-11:20am","L3","fall"
"435","south-asian-studies","SKRT 150","Advanced Sanskrit: Dharmasastra","F 1:30pm-3:20pm","L5","fall"
"436","south-asian-studies","TAML 110","Introductory Tamil I","MW 2:10pm-4pm","L1","fall"
"437","south-asian-studies","TAML 120","Introductory Tamil II","HTBA","L2","spring"
"438","south-asian-studies","TAML 130","Intermediate Tamil I","TTh 2:10pm-4pm","L3","fall"
"439","south-asian-studies","TAML 140","Intermediate Tamil II","HTBA","L4","spring"
"440","south-asian-studies","TBTN 110","Elementary Classical Tibetan I","MW 11am-12:50pm","L1","fall"
"441","south-asian-studies","TBTN 120","Elementary Classical Tibetan II","HTBA","L2","spring"
"442","south-asian-studies","SAST 224","India and Pakistan since 1947","MW 1pm-2:15pm","HU","spring"
